"timestamp","video_id","toia_id","user_id","question","rating","video_language","interactor_language","similarity_score","subject"
"1682500503542","Zyad_5_215_5ba20de7.mp4","5","11","Where do you usually study?","1","en-US","en-US","0.498484","Dialogue"
"1682500523256","Zyad_5_215_5ba20de7.mp4","5","11","What is your major?","1","en-US","en-US","0.517698","Dialogue"
"1682500523462","Zyad_5_215_5ba20de7.mp4","5","11","What is your major?","1","en-US","en-US","0.517698","Subtitles"
"1682500547427","Zyad_8_229_2cba727f.mp4","8","11","What is your major?","1","ar-AE","en-US","0.541633","Dialogue"
"1682500547428","Zyad_8_229_2cba727f.mp4","8","11","What is your major?","5","ar-AE","en-US","0.541633","Subtitles"
"1682500569349","Zyad_5_289_36ebccb2.mp4","5","11","What is your favorite sauce?","1","en-US","en-US","0.355455","Dialogue"
"1682500569525","Zyad_5_289_36ebccb2.mp4","5","11","What is your favorite sauce?","1","en-US","en-US","0.355455","Subtitles"
"1682500590407","Zyad_8_302_ba2ceb40.mp4","8","11","What is your favorite class?","1","ar-AE","en-US","0.528194","Dialogue"
"1682500590628","Zyad_8_302_ba2ceb40.mp4","8","11","What is your favorite class?","5","ar-AE","en-US","0.528194","Subtitles"
"1682500632149","Zyad_5_298_cac96906.mp4","5","11","What sports do you play?","1","en-US","en-US","0.476108","Dialogue"
"1682500632303","Zyad_5_298_cac96906.mp4","5","11","What sports do you play?","1","en-US","en-US","0.476108","Subtitles"
"1682500646521","Zyad_8_231_0a19b2f3.mp4","8","11","What sports do you play?","1","ar-AE","en-US","0.478369","Dialogue"
"1682500646664","Zyad_8_231_0a19b2f3.mp4","8","11","What sports do you play?","5","ar-AE","en-US","0.478369","Subtitles"
"1682500669988","Zyad_5_298_cac96906.mp4","5","11","What are your hobbies?","1","en-US","en-US","0.48835","Dialogue"
"1682500670218","Zyad_5_298_cac96906.mp4","5","11","What are your hobbies?","1","en-US","en-US","0.48835","Subtitles"
"1682500682576","Zyad_8_302_ba2ceb40.mp4","8","11","What are your hobbies?","1","ar-AE","en-US","0.573765","Dialogue"
"1682500682744","Zyad_8_302_ba2ceb40.mp4","8","11","What are your hobbies?","5","ar-AE","en-US","0.573765","Subtitles"
"1682500734497","Zyad_5_254_056488ea.mp4","5","11","What is your biggest accomplishment?","1","en-US","en-US","0.466268","Dialogue"
"1682500734497","Zyad_5_254_056488ea.mp4","5","11","What is your biggest accomplishment?","1","en-US","en-US","0.466268","Subtitles"
"1682500736321","Zyad_8_260_d2bd2284.mp4","8","11","What is your biggest accomplishment?","1","ar-AE","en-US","0.535255","Dialogue"
"1682500736322","Zyad_8_260_d2bd2284.mp4","8","11","What is your biggest accomplishment?","5","ar-AE","en-US","0.535255","Subtitles"
"1682500756684","Zyad_5_318_43af22b5.mp4","5","11","What is the highlights of your time at University?","1","en-US","en-US","0.663329","Dialogue"
"1682500756918","Zyad_5_318_43af22b5.mp4","5","11","What is the highlights of your time at University?","1","en-US","en-US","0.663329","Subtitles"
"1682500779513","Zyad_8_294_517a04e7.mp4","8","11","What is the highlight of your time at University?","1","ar-AE","en-US","0.646889","Dialogue"
"1682500779592","Zyad_8_294_517a04e7.mp4","8","11","What is the highlight of your time at University?","5","ar-AE","en-US","0.646889","Subtitles"
"1682500861213","Zyad_8_276_5796251c.mp4","8","11","What do they are aggressive? Most","1","ar-AE","en-US","0.31966","Dialogue"
"1682500861354","Zyad_8_276_5796251c.mp4","8","11","What do they are aggressive? Most","5","ar-AE","en-US","0.31966","Subtitles"
"1682500862979","Zyad_5_235_9bd53b66.mp4","5","11","What do you regret most?","1","en-US","en-US","0.39254","Dialogue"
"1682500862980","Zyad_5_235_9bd53b66.mp4","5","11","What do you regret most?","1","en-US","en-US","0.39254","Subtitles"
"1682500919762","Zyad_8_239_c6802cf6.mp4","8","11","What is the biggest challenge? You faced and how did you overcome it?","1","ar-AE","en-US","0.592266","Dialogue"
"1682500919947","Zyad_8_239_c6802cf6.mp4","8","11","What is the biggest challenge? You faced and how did you overcome it?","5","ar-AE","en-US","0.592266","Subtitles"
"1682500924986","Zyad_5_337_d28554c0.mp4","5","11","What is the biggest challenge? You faced and how did you overcome it?","1","en-US","en-US","0.607011","Dialogue"
"1682500925176","Zyad_5_337_d28554c0.mp4","5","11","What is the biggest challenge? You faced and how did you overcome it?","1","en-US","en-US","0.607011","Subtitles"
"1682500963162","Zyad_5_289_36ebccb2.mp4","5","11","Usually do with your friends.","2","en-US","en-US","0.343266","Dialogue"
"1682500963296","Zyad_5_289_36ebccb2.mp4","5","11","Usually do with your friends.","1","en-US","en-US","0.343266","Subtitles"
"1682500964720","Zyad_8_294_517a04e7.mp4","8","11","What do you usually do with your friends?","2","ar-AE","en-US","0.450312","Dialogue"
"1682500964755","Zyad_8_294_517a04e7.mp4","8","11","What do you usually do with your friends?","5","ar-AE","en-US","0.450312","Subtitles"
"1682500995870","Zyad_5_245_9741b3c1.mp4","5","11","What are your future plans?","2","en-US","en-US","0.545804","Dialogue"
"1682500996042","Zyad_5_245_9741b3c1.mp4","5","11","What are your future plans?","1","en-US","en-US","0.545804","Subtitles"
"1682500997620","Zyad_8_250_5d575256.mp4","8","11","What are your future plans?","2","ar-AE","en-US","0.559788","Dialogue"
"1682500997620","Zyad_8_250_5d575256.mp4","8","11","What are your future plans?","5","ar-AE","en-US","0.559788","Subtitles"
"1682501281451","Zyad_5_215_5ba20de7.mp4","5","13","ما هو اسمك؟","5","en-US","ar-AE","0.391376","Dialogue"
"1682501281601","Zyad_5_215_5ba20de7.mp4","5","13","ما هو اسمك؟","5","en-US","ar-AE","0.391376","Subtitles"
"1682501283045","Zyad_8_229_2cba727f.mp4","8","13","ما هو اسمك؟","5","ar-AE","ar-AE","0.853138","Dialogue"
"1682501283099","Zyad_8_229_2cba727f.mp4","8","13","ما هو اسمك؟","5","ar-AE","ar-AE","0.853138","Subtitles"
"1682501330269","Zyad_5_215_5ba20de7.mp4","5","13","اين ولدت؟","1","en-US","ar-AE","0.364593","Dialogue"
"1682501330278","Zyad_5_215_5ba20de7.mp4","5","13","اين ولدت؟","5","en-US","ar-AE","0.364593","Subtitles"
"1682501333021","Zyad_8_229_2cba727f.mp4","8","13","اين ولدت؟","5","ar-AE","ar-AE","0.554075","Subtitles"
"1682501333023","Zyad_8_229_2cba727f.mp4","8","13","اين ولدت؟","1","ar-AE","ar-AE","0.554075","Dialogue"
"1682501373122","Zyad_8_229_2cba727f.mp4","8","13","هل لديك اخوه؟","1","ar-AE","ar-AE","0.456367","Dialogue"
"1682501373318","Zyad_8_229_2cba727f.mp4","8","13","هل لديك اخوه؟","5","ar-AE","ar-AE","0.456367","Subtitles"
"1682501374993","Zyad_5_257_a60d6b09.mp4","5","13","هل لديك اخوه؟","5","en-US","ar-AE","0.356869","Subtitles"
"1682501374994","Zyad_5_257_a60d6b09.mp4","5","13","هل لديك اخوه؟","1","en-US","ar-AE","0.356869","Dialogue"
"1682501423774","Zyad_8_274_7fee92cd.mp4","8","13","اين تدرس عادتا؟","3","ar-AE","ar-AE","0.358836","Dialogue"
"1682501423774","Zyad_8_274_7fee92cd.mp4","8","13","اين تدرس عادتا؟","5","ar-AE","ar-AE","0.358836","Subtitles"
"1682501425209","Zyad_5_215_5ba20de7.mp4","5","13","اين تدرس عادتا؟","1","en-US","ar-AE","0.372411","Dialogue"
"1682501425216","Zyad_5_215_5ba20de7.mp4","5","13","اين تدرس عادتا؟","5","en-US","ar-AE","0.372411","Subtitles"
"1682501506422","Zyad_8_250_5d575256.mp4","8","13","ما هو تخصصك في الجامعه؟","1","ar-AE","ar-AE","0.604561","Dialogue"
"1682501506601","Zyad_8_250_5d575256.mp4","8","13","ما هو تخصصك في الجامعه؟","5","ar-AE","ar-AE","0.604561","Subtitles"
"1682501508609","Zyad_5_215_5ba20de7.mp4","5","13","ما هو تخصصك في الجامعه؟","5","en-US","ar-AE","0.581591","Subtitles"
"1682501508609","Zyad_5_215_5ba20de7.mp4","5","13","ما هو تخصصك في الجامعه؟","1","en-US","ar-AE","0.581591","Dialogue"
"1682501550636","Zyad_8_294_517a04e7.mp4","8","13","ما هو فصلك المفضل في الجامعه؟","1","ar-AE","ar-AE","0.636605","Dialogue"
"1682501550643","Zyad_8_294_517a04e7.mp4","8","13","ما هو فصلك المفضل في الجامعه؟","5","ar-AE","ar-AE","0.636605","Subtitles"
"1682501552218","Zyad_5_281_edf02ed7.mp4","5","13","ما هو فصلك المفضل في الجامعه؟","1","en-US","ar-AE","0.554632","Dialogue"
"1682501552218","Zyad_5_281_edf02ed7.mp4","5","13","ما هو فصلك المفضل في الجامعه؟","5","en-US","ar-AE","0.554632","Subtitles"
"1682501609638","Zyad_8_302_ba2ceb40.mp4","8","13","ما هي الرياضات التي تمارسها؟ وما هي هويتك؟","4","ar-AE","ar-AE","0.515457","Dialogue"
"1682501609770","Zyad_8_302_ba2ceb40.mp4","8","13","ما هي الرياضات التي تمارسها؟ وما هي هويتك؟","5","ar-AE","ar-AE","0.515457","Subtitles"
"1682501612165","Zyad_5_298_cac96906.mp4","5","13","ما هي الرياضات التي تمارسها؟ ما هي هوايتك؟","4","en-US","ar-AE","0.547055","Dialogue"
"1682501612174","Zyad_5_298_cac96906.mp4","5","13","ما هي الرياضات التي تمارسها؟ ما هي هوايتك؟","5","en-US","ar-AE","0.547055","Subtitles"
"1682501657709","Zyad_8_314_f3dca9ae.mp4","8","13","ما هو اكبر انجاز لك؟","1","ar-AE","ar-AE","0.556573","Dialogue"
"1682501657926","Zyad_8_314_f3dca9ae.mp4","8","13","ما هو اكبر انجاز لك؟","5","ar-AE","ar-AE","0.556573","Subtitles"
"1682501659917","Zyad_5_309_a28a6f37.mp4","5","13","ما هو اكبر انجاز لك؟","5","en-US","ar-AE","0.448886","Subtitles"
"1682501659917","Zyad_5_309_a28a6f37.mp4","5","13","ما هو اكبر انجاز لك؟","1","en-US","ar-AE","0.448886","Dialogue"
"1682501709344","Zyad_8_294_517a04e7.mp4","8","13","ما هي ابرز اوقاتك في الجامع؟","1","ar-AE","ar-AE","0.653654","Dialogue"
"1682501709485","Zyad_8_294_517a04e7.mp4","8","13","ما هي ابرز اوقاتك في الجامع؟","5","ar-AE","ar-AE","0.653654","Subtitles"
"1682501711379","Zyad_5_318_43af22b5.mp4","5","13","ما هي ابرز اوقاتك في الجامعه؟","3","en-US","ar-AE","0.586206","Dialogue"
"1682501711381","Zyad_5_318_43af22b5.mp4","5","13","ما هي ابرز اوقاتك في الجامعه؟","5","en-US","ar-AE","0.586206","Subtitles"
"1682501762033","Zyad_8_286_b6359f42.mp4","8","13","ماهو اكثر شيء تندم عليه؟","1","ar-AE","ar-AE","0.419313","Dialogue"
"1682501762267","Zyad_8_286_b6359f42.mp4","8","13","ماهو اكثر شيء تندم عليه؟","5","ar-AE","ar-AE","0.419313","Subtitles"
"1682501763360","Zyad_5_235_9bd53b66.mp4","5","13","ماهو اكثر شيء تندم عليه؟","1","en-US","ar-AE","0.42199","Dialogue"
"1682501763361","Zyad_5_235_9bd53b66.mp4","5","13","ماهو اكثر شيء تندم عليه؟","5","en-US","ar-AE","0.42199","Subtitles"
"1682501819621","Zyad_8_239_c6802cf6.mp4","8","13","ما هو اكبر تحدي واجهته وكيف تغلب عليه؟","1","ar-AE","ar-AE","0.548961","Dialogue"
"1682501819817","Zyad_8_239_c6802cf6.mp4","8","13","ما هو اكبر تحدي واجهته وكيف تغلب عليه؟","5","ar-AE","ar-AE","0.548961","Subtitles"
"1682501821001","Zyad_5_235_9bd53b66.mp4","5","13","ما هو اكبر تحدي واجهته وكيف تغلب عليه؟","1","en-US","ar-AE","0.578319","Dialogue"
"1682501821009","Zyad_5_235_9bd53b66.mp4","5","13","ما هو اكبر تحدي واجهته وكيف تغلب عليه؟","5","en-US","ar-AE","0.578319","Subtitles"
"1682501865483","Zyad_5_215_5ba20de7.mp4","5","13","ماذا تفعل عضه مع اصدقائك؟","1","en-US","ar-AE","0.432887","Dialogue"
"1682501865672","Zyad_5_215_5ba20de7.mp4","5","13","ماذا تفعل عضه مع اصدقائك؟","5","en-US","ar-AE","0.432887","Subtitles"
"1682501867371","Zyad_8_231_0a19b2f3.mp4","8","13","ماذا تفعل عاده مع اصدقائك؟","1","ar-AE","ar-AE","0.451654","Dialogue"
"1682501867371","Zyad_8_231_0a19b2f3.mp4","8","13","ماذا تفعل عاده مع اصدقائك؟","5","ar-AE","ar-AE","0.451654","Subtitles"
"1682501901390","Zyad_5_245_9741b3c1.mp4","5","13","ما هي خطتك المستقبليه؟","1","en-US","ar-AE","0.540462","Dialogue"
"1682501901609","Zyad_5_245_9741b3c1.mp4","5","13","ما هي خطتك المستقبليه؟","5","en-US","ar-AE","0.540462","Subtitles"
"1682501903468","Zyad_8_250_5d575256.mp4","8","13","ما هي خطتك المستقبليه؟","1","ar-AE","ar-AE","0.626726","Dialogue"
"1682501903469","Zyad_8_250_5d575256.mp4","8","13","ما هي خطتك المستقبليه؟","5","ar-AE","ar-AE","0.626726","Subtitles"
"1682583004289","Zyad_5_347_c485ffe8.mp4","5","14","What is your name?","5","en-US","en-US","0.635219","Dialogue"
"1682583004456","Zyad_5_347_c485ffe8.mp4","5","14","What is your name?","5","en-US","en-US","0.635219","Subtitles"
"1682583005688","Zyad_8_229_2cba727f.mp4","8","14","What is your name?","5","ar-AE","en-US","0.835117","Subtitles"
"1682583005688","Zyad_8_229_2cba727f.mp4","8","14","What is your name?","5","ar-AE","en-US","0.835117","Dialogue"
"1682583050238","Zyad_5_214_c08bc279.mp4","5","14","Where were you? Born?","5","en-US","en-US","0.513752","Dialogue"
"1682583050413","Zyad_5_214_c08bc279.mp4","5","14","Where were you? Born?","5","en-US","en-US","0.513752","Subtitles"
"1682583053511","Zyad_8_230_948f8af1.mp4","8","14","What are were you born?","5","ar-AE","en-US","0.589492","Dialogue"
"1682583053511","Zyad_8_230_948f8af1.mp4","8","14","What are were you born?","5","ar-AE","en-US","0.589492","Subtitles"
"1682583217363","Zyad_5_215_5ba20de7.mp4","5","14","What is your major?","2","en-US","en-US","0.517698","Dialogue"
"1682583217363","Zyad_5_215_5ba20de7.mp4","5","14","What is your major?","5","en-US","en-US","0.517698","Subtitles"
"1682583224657","Zyad_8_229_2cba727f.mp4","8","14","What is your major?","1","ar-AE","en-US","0.541633","Dialogue"
"1682583224796","Zyad_8_229_2cba727f.mp4","8","14","What is your major?","5","ar-AE","en-US","0.541633","Subtitles"
"1682583303614","Zyad_8_273_2a3d0d00.mp4","8","14","How do you manage your time between studying and other activities?","1","ar-AE","en-US","0.652723","Dialogue"
"1682583303811","Zyad_8_273_2a3d0d00.mp4","8","14","How do you manage your time between studying and other activities?","4","ar-AE","en-US","0.652723","Subtitles"
"1682583305288","Zyad_5_278_c6d84c87.mp4","5","14","How do you manage your time between studying and other activities?","2","en-US","en-US","0.586682","Dialogue"
"1682583305317","Zyad_5_278_c6d84c87.mp4","5","14","How do you manage your time between studying and other activities?","4","en-US","en-US","0.586682","Subtitles"
"1682583386184","Zyad_8_274_7fee92cd.mp4","8","14","What study techniques have you found to be most effective?","1","ar-AE","en-US","0.606378","Dialogue"
"1682583386444","Zyad_8_274_7fee92cd.mp4","8","14","What study techniques have you found to be most effective?","4","ar-AE","en-US","0.606378","Subtitles"
"1682583387462","Zyad_5_269_d5f2773b.mp4","5","14","What's 30 techniques? Have you found to be most effective?","2","en-US","en-US","0.419755","Dialogue"
"1682583387463","Zyad_5_269_d5f2773b.mp4","5","14","What's 30 techniques? Have you found to be most effective?","4","en-US","en-US","0.419755","Subtitles"
"1682583445560","Zyad_8_336_6bb9d64f.mp4","8","14","How do you stay motivated to study for exams?","3","ar-AE","en-US","0.500842","Dialogue"
"1682583445761","Zyad_8_336_6bb9d64f.mp4","8","14","How do you stay motivated to study for exams?","4","ar-AE","en-US","0.500842","Subtitles"
"1682583448093","Zyad_5_277_49543436.mp4","5","14","How do you stay motivated to study for exams?","2","en-US","en-US","0.487266","Dialogue"
"1682583448094","Zyad_5_277_49543436.mp4","5","14","How do you stay motivated to study for exams?","4","en-US","en-US","0.487266","Subtitles"
"1682583503491","Zyad_8_241_d85baad4.mp4","8","14","What extracurricular activities have you participated in?","3","ar-AE","en-US","0.61285","Dialogue"
"1682583503720","Zyad_8_241_d85baad4.mp4","8","14","What extracurricular activities have you participated in?","4","ar-AE","en-US","0.61285","Subtitles"
"1682583505957","Zyad_5_281_edf02ed7.mp4","5","14","What extracurricular activities have you participated in during your time at University?","4","en-US","en-US","0.665508","Subtitles"
"1682583505958","Zyad_5_281_edf02ed7.mp4","5","14","What extracurricular activities have you participated in during your time at University?","2","en-US","en-US","0.665508","Dialogue"
"1682583567861","Zyad_8_261_751453ee.mp4","8","14","What accomplishments are you most proud of during your time at the University?","3","ar-AE","en-US","0.629249","Dialogue"
"1682583567870","Zyad_8_261_751453ee.mp4","8","14","What accomplishments are you most proud of during your time at the University?","4","ar-AE","en-US","0.629249","Subtitles"
"1682583569504","Zyad_5_318_43af22b5.mp4","5","14","What accomplishments are you most proud of during your time at University?","2","en-US","en-US","0.663024","Dialogue"
"1682583569505","Zyad_5_318_43af22b5.mp4","5","14","What accomplishments are you most proud of during your time at University?","5","en-US","en-US","0.663024","Subtitles"
"1682583613452","Zyad_8_242_55c21442.mp4","8","14","Have you held any leadership positions in any clubs or organizations?","3","ar-AE","en-US","0.662524","Dialogue"
"1682583613597","Zyad_8_242_55c21442.mp4","8","14","Have you held any leadership positions in any clubs or organizations?","4","ar-AE","en-US","0.662524","Subtitles"
"1682583615222","Zyad_5_238_b20a3bf1.mp4","5","14","Have you held any leadership positions in any clubs or organizations?","2","en-US","en-US","0.64268","Dialogue"
"1682583615232","Zyad_5_238_b20a3bf1.mp4","5","14","Have you held any leadership positions in any clubs or organizations?","5","en-US","en-US","0.64268","Subtitles"
"1682583655999","Zyad_8_286_b6359f42.mp4","8","14","Looking back on your time at the University. Do you have any regrets?","3","ar-AE","en-US","0.480664","Dialogue"
"1682583656215","Zyad_8_286_b6359f42.mp4","8","14","Looking back on your time at the University. Do you have any regrets?","4","ar-AE","en-US","0.480664","Subtitles"
"1682583657385","Zyad_5_281_edf02ed7.mp4","5","14","Looking back on your time at University. Do you have any regrets?","5","en-US","en-US","0.499426","Subtitles"
"1682583657386","Zyad_5_281_edf02ed7.mp4","5","14","Looking back on your time at University. Do you have any regrets?","2","en-US","en-US","0.499426","Dialogue"
"1682583707129","Zyad_8_323_32c81c21.mp4","8","14","What are some of the highlights of the University experience?","3","ar-AE","en-US","0.664538","Dialogue"
"1682583707287","Zyad_8_323_32c81c21.mp4","8","14","What are some of the highlights of the University experience?","4","ar-AE","en-US","0.664538","Subtitles"
"1682583708910","Zyad_5_318_43af22b5.mp4","5","14","What are some of the highlights of your University experience?","2","en-US","en-US","0.72244","Dialogue"
"1682583708911","Zyad_5_318_43af22b5.mp4","5","14","What are some of the highlights of your University experience?","5","en-US","en-US","0.72244","Subtitles"
"1682583782211","Zyad_5_281_edf02ed7.mp4","5","14","If you could go back and change one thing about your University experience, what would, what would it be?","2","en-US","en-US","0.615726","Dialogue"
"1682583782211","Zyad_5_281_edf02ed7.mp4","5","14","If you could go back and change one thing about your University experience, what would, what would it be?","5","en-US","en-US","0.615726","Subtitles"
"1682583783656","Zyad_8_344_63456a19.mp4","8","14","If you could go back and change one thing about their University experience, what would it be?","1","ar-AE","en-US","0.570977","Dialogue"
"1682583783657","Zyad_8_344_63456a19.mp4","8","14","If you could go back and change one thing about their University experience, what would it be?","4","ar-AE","en-US","0.570977","Subtitles"
"1682583834734","Zyad_8_272_e6d5ec7f.mp4","8","14","What challenges have you faced during your time at the University?","1","ar-AE","en-US","0.674164","Dialogue"
"1682583834924","Zyad_8_272_e6d5ec7f.mp4","8","14","What challenges have you faced during your time at the University?","4","ar-AE","en-US","0.674164","Subtitles"
"1682583836561","Zyad_5_267_b7a7906b.mp4","5","14","What challenges have you faced during your time at the University?","2","en-US","en-US","0.684218","Dialogue"
"1682583836561","Zyad_5_267_b7a7906b.mp4","5","14","What challenges have you faced during your time at the University?","5","en-US","en-US","0.684218","Subtitles"
"1682583903393","Zyad_5_331_e6a9e444.mp4","5","14","How have you overcome any academic or personal challenges?","4","en-US","en-US","0.613488","Dialogue"
"1682583903548","Zyad_5_331_e6a9e444.mp4","5","14","How have you overcome any academic or personal challenges?","5","en-US","en-US","0.613488","Subtitles"
"1682583904711","Zyad_8_249_9f1c5494.mp4","8","14","How have you overcome any academic or personal challenges?","2","ar-AE","en-US","0.605442","Dialogue"
"1682583904712","Zyad_8_249_9f1c5494.mp4","8","14","How have you overcome any academic or personal challenges?","4","ar-AE","en-US","0.605442","Subtitles"
"1682583955249","Zyad_8_241_d85baad4.mp4","8","14","Have you sought out any resources on campus to help you navigate challenges?","3","ar-AE","en-US","0.583141","Dialogue"
"1682583955249","Zyad_8_241_d85baad4.mp4","8","14","Have you sought out any resources on campus to help you navigate challenges?","4","ar-AE","en-US","0.583141","Subtitles"
"1682583958231","Zyad_5_338_72ae6876.mp4","5","14","Have you sought out any resources on campus to help you navigate challenges?","4","en-US","en-US","0.512568","Dialogue"
"1682583958232","Zyad_5_338_72ae6876.mp4","5","14","Have you sought out any resources on campus to help you navigate challenges?","5","en-US","en-US","0.512568","Subtitles"
"1682584007282","Zyad_8_283_3f392590.mp4","8","14","How do you balance your social life with your academic responsibilities?","3","ar-AE","en-US","0.725612","Dialogue"
"1682584007474","Zyad_8_283_3f392590.mp4","8","14","How do you balance your social life with your academic responsibilities?","4","ar-AE","en-US","0.725612","Subtitles"
"1682584009341","Zyad_5_278_c6d84c87.mp4","5","14","How do you balance your social life with your academic responsibilities?","5","en-US","en-US","0.711072","Subtitles"
"1682584009341","Zyad_5_278_c6d84c87.mp4","5","14","How do you balance your social life with your academic responsibilities?","4","en-US","en-US","0.711072","Dialogue"
"1682584036612","Zyad_8_250_5d575256.mp4","8","14","What are your plans after graduation?","3","ar-AE","en-US","0.791095","Dialogue"
"1682584036747","Zyad_8_250_5d575256.mp4","8","14","What are your plans after graduation?","4","ar-AE","en-US","0.791095","Subtitles"
"1682584038414","Zyad_5_245_9741b3c1.mp4","5","14","What are your plans after graduation?","4","en-US","en-US","0.816068","Dialogue"
"1682584038415","Zyad_5_245_9741b3c1.mp4","5","14","What are your plans after graduation?","5","en-US","en-US","0.816068","Subtitles"
"1682584083096","Zyad_8_262_3ea1fcde.mp4","8","14","Have you made any valuable connections or friends during your time at University that you plan to keep in touch with?","3","ar-AE","en-US","0.709472","Dialogue"
"1682584083258","Zyad_8_262_3ea1fcde.mp4","8","14","Have you made any valuable connections or friends during your time at University that you plan to keep in touch with?","4","ar-AE","en-US","0.709472","Subtitles"
"1682584085306","Zyad_5_257_a60d6b09.mp4","5","14","Have you made any valuable connections or friends during your time at University that you plan to keep in touch with?","4","en-US","en-US","0.737944","Dialogue"
"1682584085306","Zyad_5_257_a60d6b09.mp4","5","14","Have you made any valuable connections or friends during your time at University that you plan to keep in touch with?","5","en-US","en-US","0.737944","Subtitles"
"1682584331953","Zyad_5_347_c485ffe8.mp4","5","15","ما اسمك؟","5","en-US","ar-AE","0.567959","Dialogue"
"1682584331962","Zyad_5_347_c485ffe8.mp4","5","15","ما اسمك؟","5","en-US","ar-AE","0.567959","Subtitles"
"1682584333873","Zyad_8_229_2cba727f.mp4","8","15","ما اسمك؟","5","ar-AE","ar-AE","0.848823","Dialogue"
"1682584333874","Zyad_8_229_2cba727f.mp4","8","15","ما اسمك؟","5","ar-AE","ar-AE","0.848823","Subtitles"
"1682584394440","Zyad_8_229_2cba727f.mp4","8","15","اين ولدت؟","1","ar-AE","ar-AE","0.554075","Dialogue"
"1682584394447","Zyad_8_229_2cba727f.mp4","8","15","اين ولدت؟","5","ar-AE","ar-AE","0.554075","Subtitles"
"1682584395890","Zyad_5_347_c485ffe8.mp4","5","15","اين ولدت؟","5","en-US","ar-AE","0.37904","Subtitles"
"1682584395890","Zyad_5_347_c485ffe8.mp4","5","15","اين ولدت؟","1","en-US","ar-AE","0.37904","Dialogue"
"1682584440960","Zyad_5_215_5ba20de7.mp4","5","15","ما هو تخصصك الجامعي؟","2","en-US","ar-AE","0.586987","Dialogue"
"1682584441140","Zyad_5_215_5ba20de7.mp4","5","15","ما هو تخصصك الجامعي؟","5","en-US","ar-AE","0.586987","Subtitles"
"1682584443096","Zyad_8_250_5d575256.mp4","8","15","ما هو تخصصك الجامعي؟","2","ar-AE","ar-AE","0.656729","Dialogue"
"1682584443097","Zyad_8_250_5d575256.mp4","8","15","ما هو تخصصك الجامعي؟","5","ar-AE","ar-AE","0.656729","Subtitles"
"1682584503288","Zyad_5_278_c6d84c87.mp4","5","15","كيف تدير وقتك بين الدراسه والانشطه الاخرى؟","2","en-US","ar-AE","0.600292","Dialogue"
"1682584503496","Zyad_5_278_c6d84c87.mp4","5","15","كيف تدير وقتك بين الدراسه والانشطه الاخرى؟","5","en-US","ar-AE","0.600292","Subtitles"
"1682584504732","Zyad_8_273_2a3d0d00.mp4","8","15","كيف تدير وقتك بين الدراسه والانشطه الاخرى؟","2","ar-AE","ar-AE","0.695256","Dialogue"
"1682584504732","Zyad_8_273_2a3d0d00.mp4","8","15","كيف تدير وقتك بين الدراسه والانشطه الاخرى؟","5","ar-AE","ar-AE","0.695256","Subtitles"
"1682584549841","Zyad_5_269_d5f2773b.mp4","5","15","ماهي اساليب الدراسه التي وجدتها اكثر فاعليه؟","2","en-US","ar-AE","0.60188","Dialogue"
"1682584549976","Zyad_5_269_d5f2773b.mp4","5","15","ماهي اساليب الدراسه التي وجدتها اكثر فاعليه؟","5","en-US","ar-AE","0.60188","Subtitles"
